"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"HPSE2","ENSG00000172987","ENST00000370552","10",0.384,60495,"HPSE2","HPSE2-001",-1,"q24.2",2295
"HPX","ENSG00000110169","ENST00000265983","11",0.4781,3263,"HPX","HPX-001",-1,"p15.4",1652
"HPYR1","ENSG00000253521","ENST00000520457","8",0.4623,93668,"HPYR1","HPYR1-001",-1,"q24.22",982
"HR","ENSG00000168453","ENST00000381418","8",0.6131,55806,"HR","HR-001",-1,"p21.3",6336
"HRAS","ENSG00000174775","ENST00000417302","11",0.6901,3265,"HRAS","HRAS-201",-1,"p15.5",1233
"HRASLS","ENSG00000127252","ENST00000264735","3",0.3784,57110,"HRASLS","HRASLS-001",1,"q29",1066
"HRASLS2","ENSG00000133328","ENST00000255695","11",0.4786,54979,"HRASLS2","HRASLS2-001",-1,"q12.3",742
"HRASLS5","ENSG00000168004","ENST00000540857","11",0.4025,117245,"HRASLS5","HRASLS5-003",-1,"q12.3",3032
"HRC","ENSG00000130528","ENST00000252825","19",0.5787,3270,"HRC","HRC-001",-1,"q13.33",2385
"HRCT1","ENSG00000196196","ENST00000354323","9",0.6095,646962,"HRCT1","HRCT1-001",1,"p13.3",950
"HRG","ENSG00000113905","ENST00000495413","3",0.4362,3273,"HRG","HRG-002",1,"q27.3",4272
"HRH1","ENSG00000196639","ENST00000397056","3",0.4619,3269,"HRH1","HRH1-001",1,"p25.3",4711
"HRH2","ENSG00000113749","ENST00000231683","5",0.5008,3274,"HRH2","HRH2-002",1,"q35.2",3095
"HRH3","ENSG00000101180","ENST00000340177","20",0.6612,11255,"HRH3","HRH3-001",-1,"q13.33",2659
"HRH4","ENSG00000134489","ENST00000256906","18",0.4242,59340,"HRH4","HRH4-001",1,"q11.2",3668
"HRK","ENSG00000135116","ENST00000257572","12",0.49,8739,"HRK","HRK-001",-1,"q24.22",5789
"HRNR","ENSG00000197915","ENST00000368801","1",0.5091,388697,"HRNR","HRNR-001",-1,"q21.3",9623
"HRSP12","ENSG00000132541","ENST00000254878","8",0.3914,10247,"HRSP12","HRSP12-001",-1,"q22.2",1057
"HS1BP3","ENSG00000118960","ENST00000402541","2",0.5246,64342,"HS1BP3","HS1BP3-003",-1,"p24.1",4358
"HS2ST1","ENSG00000153936","ENST00000370550","1",0.3791,9653,"HS2ST1","HS2ST1-001",1,"p22.3",6736
"HS3ST1","ENSG00000002587","ENST00000002596","4",0.4392,9957,"HS3ST1","HS3ST1-001",-1,"p15.33",8031
"HS3ST2","ENSG00000122254","ENST00000261374","16",0.4349,9956,"HS3ST2","HS3ST2-001",1,"p12.2",2314
"HS3ST3A1","ENSG00000153976","ENST00000284110","17",0.4094,9955,"HS3ST3A1","HS3ST3A1-001",-1,"p12",2527
"HS3ST3B1","ENSG00000125430","ENST00000360954","17",0.4599,9953,"HS3ST3B1","HS3ST3B1-001",1,"p12",5367
"HS3ST4","ENSG00000182601","ENST00000331351","16",0.4213,9951,"HS3ST4","HS3ST4-001",1,"p12.1",3203
"HS3ST5","ENSG00000249853","ENST00000312719","6",0.3756,222537,"HS3ST5","HS3ST5-001",-1,"q22.1",3901
"HS3ST6","ENSG00000162040","ENST00000454677","16",0.6406,64711,"HS3ST6","HS3ST6-001",-1,"p13.3",1273
"HS6ST1","ENSG00000136720","ENST00000259241","2",0.5308,9394,"HS6ST1","HS6ST1-001",-1,"q14.3",3932
"HS6ST2","ENSG00000171004","ENST00000370836","X",0.4121,90161,"HS6ST2","HS6ST2-002",-1,"q26.2",4441
"HS6ST3","ENSG00000185352","ENST00000376705","13",0.3797,266722,"HS6ST3","HS6ST3-001",1,"q32.1",1659
"HSBP1","ENSG00000230989","ENST00000567125","16",0.4498,3281,"HSBP1","HSBP1-005",1,"q23.3",5371
"HSBP1L1","ENSG00000226742","ENST00000587347","18",0.5054,440498,"HSBP1L1","HSBP1L1-003",1,"q23",1057
"HSCB","ENSG00000100209","ENST00000216027","22",0.467,150274,"HSCB","HSCB-001",1,"q12.1",1114
"HSD11B1","ENSG00000117594","ENST00000367028","1",0.4088,3290,"HSD11B1","HSD11B1-002",1,"q32.2",1477
"HSD11B1L","ENSG00000167733","ENST00000581521","19",0.5825,374875,"HSD11B1L","HSD11B1L-007",1,"p13.3",1884
"HSD11B2","ENSG00000176387","ENST00000326152","16",0.5984,3291,"HSD11B2","HSD11B2-001",1,"q22.1",1900
"HSD17B1","ENSG00000108786","ENST00000585807","17",0.5695,3292,"HSD17B1","HSD17B1-001",1,"q21.2",4982
"HSD17B10","ENSG00000072506","ENST00000168216","X",0.5204,3028,"HSD17B10","HSD17B10-001",-1,"p11.22",960
"HSD17B11","ENSG00000198189","ENST00000358290","4",0.3991,51170,"HSD17B11","HSD17B11-001",-1,"q22.1",1885
"HSD17B12","ENSG00000149084","ENST00000525736","11",0.3909,51144,"HSD17B12","HSD17B12-003",1,"p11.2",4292
"HSD17B13","ENSG00000170509","ENST00000328546","4",0.392,345275,"HSD17B13","HSD17B13-001",-1,"q22.1",2397
"HSD17B14","ENSG00000087076","ENST00000263278","19",0.5149,51171,"HSD17B14","HSD17B14-001",-1,"q13.33",1238
"HSD17B2","ENSG00000086696","ENST00000199936","16",0.4239,3294,"HSD17B2","HSD17B2-001",1,"q23.3",1455
"HSD17B3","ENSG00000130948","ENST00000375263","9",0.4325,3293,"HSD17B3","HSD17B3-005",-1,"q22.32",1135
"HSD17B4","ENSG00000133835","ENST00000515235","5",0.3734,3295,"HSD17B4","HSD17B4-008",1,"q23.1",5540
"HSD17B6","ENSG00000025423","ENST00000554643","12",0.4492,8630,"HSD17B6","HSD17B6-003",1,"q13.3",1751
"HSD17B7","ENSG00000132196","ENST00000485405","1",0.3934,51478,"HSD17B7","HSD17B7-002",1,"q23.3",2541
"HSD17B7P2","ENSG00000099251","ENST00000494540","10",0.393,158160,"HSD17B7P2","HSD17B7P2-001",1,"p11.1",1401
"HSD17B8","ENSG00000232357","ENST00000422433","HSCHR6_MHC_MCF",0.5662,7923,"HSD17B8","HSD17B8-001",1,"p21.32",990
"HSD3B1","ENSG00000203857","ENST00000235547","1",0.4454,3283,"HSD3B1","HSD3B1-201",1,"p12",1680
"HSD3B2","ENSG00000203859","ENST00000543831","1",0.438,3284,"HSD3B2","HSD3B2-201",1,"p12",1783
"HSD3B7","ENSG00000099377","ENST00000262520","16",0.6068,80270,"HSD3B7","HSD3B7-002",1,"p11.2",2200
"HSD3BP4","ENSG00000203855","ENST00000511509","1",0.4545,128102,"HSD3BP4","HSD3BP4-001",1,"p12",1120
"HSDL1","ENSG00000103160","ENST00000219439","16",0.4515,83693,"HSDL1","HSDL1-001",-1,"q23.3",3519
"HSDL2","ENSG00000119471","ENST00000398805","9",0.4081,84263,"HSDL2","HSDL2-002",1,"q32",3350
"HSF1","ENSG00000261132","ENST00000567506","HG243_PATCH",0.5687,3297,"HSF1","HSF1-002",1,"q24.3",3451
"HSF2","ENSG00000025156","ENST00000452194","6",0.3555,3298,"HSF2","HSF2-201",1,"q22.31",2643
"HSF2BP","ENSG00000160207","ENST00000291560","21",0.4302,11077,"HSF2BP","HSF2BP-001",-1,"q22.3",1899
"HSF4","ENSG00000102878","ENST00000264009","16",0.6261,3299,"HSF4","HSF4-201",1,"q22.1",2604
"HSF5","ENSG00000176160","ENST00000323777","17",0.401,124535,"HSF5","HSF5-001",-1,"q22",4094
"HSFX1","ENSG00000171116","ENST00000370416","X",0.5693,100506164,"HSFX1","HSFX1-001",1,"q28",1963
"HSFX2","ENSG00000171129","ENST00000524178","X",0.5694,100506164,"HSFX2","HSFX2-001",-1,"q28",1966
"HSFY1","ENSG00000172468","ENST00000338876","Y",0.3922,159119,"HSFY1","HSFY1-003",1,"q11.222",1476
"HSFY1P1","ENSG00000229027","ENST00000425038","22",0.3448,27437,"HSFY1P1","HSFY1P1-002",1,"q11.1",1381
"HSFY2","ENSG00000169953","ENST00000505047","Y",0.3769,159119,"HSFY2","HSFY2-005",-1,"q11.222",1483
"HSH2D","ENSG00000196684","ENST00000589463","19",0.5155,84941,"HSH2D","HSH2D-002",1,"p13.12",2474
"HSP90AA1","ENSG00000080824","ENST00000334701","14",0.4725,3320,"HSP90AA1","HSP90AA1-001",-1,"q32.31",3510
"HSP90AA4P","ENSG00000205100","ENST00000506915","4",0.4129,NA,"HSP90AA4P","HSP90AA4P-001",1,"q35.2",2228
"HSP90AA6P","ENSG00000181359","ENST00000506634","4",0.3497,NA,"HSP90AA6P","HSP90AA6P-001",-1,"q33",735
"HSP90AB1","ENSG00000096384","ENST00000371554","6",0.4706,3326,"HSP90AB1","HSP90AB1-005",1,"p21.1",2674
"HSP90AB2P","ENSG00000205940","ENST00000507090","4",0.4224,NA,"HSP90AB2P","HSP90AB2P-002",1,"p15.33",2176
"HSP90AB3P","ENSG00000183199","ENST00000505987","4",0.4712,NA,"HSP90AB3P","HSP90AB3P-001",1,"q22.1",2173
"HSP90B1","ENSG00000166598","ENST00000548462","12",0.3978,100500842,"HSP90B1","HSP90B1-003",1,"q23.3",3032
"HSP90B3P","ENSG00000203914","ENST00000415545","1",0.443,NA,"HSP90B3P","HSP90B3P-001",1,"p22.1",1567
"HSPA12A","ENSG00000165868","ENST00000369209","10",0.4914,259217,"HSPA12A","HSPA12A-001",-1,"q25.3",5722
"HSPA12B","ENSG00000132622","ENST00000254963","20",0.5629,116835,"HSPA12B","HSPA12B-001",1,"p13",3151
"HSPA13","ENSG00000155304","ENST00000285667","21",0.367,6782,"HSPA13","HSPA13-001",-1,"q11.2",3986
"HSPA14","ENSG00000187522","ENST00000378372","10",0.3955,51182,"HSPA14","HSPA14-001",1,"p13",1904
"HSPA1A","ENSG00000237724","ENST00000441618","HSCHR6_MHC_COX",0.5977,3304,"HSPA1A","HSPA1A-001",1,"p21.33",2483
"HSPA1B","ENSG00000212866","ENST00000391555","HSCHR6_MHC_QBL",0.5865,3304,"HSPA1B","HSPA1B-001",1,"p21.33",2525
"HSPA1L","ENSG00000236251","ENST00000456772","HSCHR6_MHC_COX",0.487,3305,"HSPA1L","HSPA1L-001",-1,"p21.33",2544
"HSPA2","ENSG00000126803","ENST00000247207","14",0.4988,3306,"HSPA2","HSPA2-201",1,"q23.3",2767
"HSPA4","ENSG00000170606","ENST00000304858","5",0.4131,3308,"HSPA4","HSPA4-001",1,"q31.1",4825
"HSPA4L","ENSG00000164070","ENST00000296464","4",0.354,22824,"HSPA4L","HSPA4L-001",1,"q28.1",10790
"HSPA5","ENSG00000044574","ENST00000324460","9",0.4398,3309,"HSPA5","HSPA5-001",-1,"q33.3",3908
"HSPA6","ENSG00000173110","ENST00000309758","1",0.5983,3310,"HSPA6","HSPA6-001",1,"q23.3",2646
"HSPA7","ENSG00000225217","ENST00000445535","1",0.6113,3311,"HSPA7","HSPA7-001",1,"q23.3",1927
"HSPA8","ENSG00000109971","ENST00000534624","11",0.4925,85390,"HSPA8","HSPA8-001",-1,"q24.1",2463
"HSPA9","ENSG00000113013","ENST00000297185","5",0.4274,3313,"HSPA9","HSPA9-001",-1,"q31.2",3321
"HSPB1","ENSG00000106211","ENST00000447574","7",0.6341,3315,"HSPB1","HSPB1-002",1,"q11.23",1455
"HSPB11","ENSG00000081870","ENST00000194214","1",0.4017,51668,"HSPB11","HSPB11-001",-1,"p32.3",915
"HSPB2-C11orf52","ENSG00000254445","ENST00000534100","11",0.4581,91894,"HSPB2-C11orf52","HSPB2-C11orf52-001",1,"q23.1",1521
"HSPB3","ENSG00000169271","ENST00000302005","5",0.4771,8988,"HSPB3","HSPB3-001",1,"q11.2",763
"HSPB6","ENSG00000004776","ENST00000592984","19",0.6256,126393,"HSPB6","HSPB6-001",-1,"q13.12",1634
"HSPB7","ENSG00000173641","ENST00000311890","1",0.6104,27129,"HSPB7","HSPB7-002",-1,"p36.13",2892
"HSPB8","ENSG00000152137","ENST00000281938","12",0.4599,26353,"HSPB8","HSPB8-001",1,"q24.23",2150
"HSPB9","ENSG00000260325","ENST00000565659","HG185_PATCH",0.5937,94086,"HSPB9","HSPB9-001",1,"q21.2",1922
"HSPBAP1","ENSG00000169087","ENST00000465044","3",0.3998,79663,"HSPBAP1","HSPBAP1-003",-1,"q21.1",2986
"HSPBP1","ENSG00000133265","ENST00000255631","19",0.5191,23640,"HSPBP1","HSPBP1-001",-1,"q13.42",1768
"HSPD1","ENSG00000144381","ENST00000388968","2",0.4278,3329,"HSPD1","HSPD1-001",-1,"q33.1",2455
"HSPE1","ENSG00000115541","ENST00000233893","2",0.4477,3336,"HSPE1","HSPE1-001",1,"q33.1",950
"HSPE1-MOB4","ENSG00000270757","ENST00000604458","2",0.4128,100529241,"HSPE1-MOB4","HSPE1-MOB4-001",1,"q33.1",890
"HSPG2","ENSG00000142798","ENST00000374695","1",0.5609,3339,"HSPG2","HSPG2-001",-1,"p36.12",14327
"HSPH1","ENSG00000120694","ENST00000320027","13",0.3697,10808,"HSPH1","HSPH1-001",-1,"q12.3",3612
"HTATIP2","ENSG00000109854","ENST00000451739","11",0.425,10553,"HTATIP2","HTATIP2-002",1,"p15.1",1748
"HTATSF1","ENSG00000102241","ENST00000535601","X",0.3788,27336,"HTATSF1","HTATSF1-201",1,"q26.3",3019
"HTN1","ENSG00000126550","ENST00000506754","4",0.3275,3346,"HTN1","HTN1-003",1,"q13.3",3723
"HTN3","ENSG00000205649","ENST00000530128","4",0.3235,3347,"HTN3","HTN3-006",1,"q13.3",775
"HTR1A","ENSG00000178394","ENST00000323865","5",0.5878,3350,"HTR1A","HTR1A-001",-1,"q12.3",1598
"HTR1B","ENSG00000135312","ENST00000369947","6",0.5781,3351,"HTR1B","HTR1B-001",-1,"q14.1",1543
"HTR1D","ENSG00000179546","ENST00000374619","1",0.4804,3352,"HTR1D","HTR1D-001",-1,"p36.12",2835
"HTR1E","ENSG00000168830","ENST00000305344","6",0.3851,3354,"HTR1E","HTR1E-002",1,"q14.3",2000
"HTR1F","ENSG00000179097","ENST00000319595","3",0.3396,3355,"HTR1F","HTR1F-001",1,"p11.1",3074
"HTR2A","ENSG00000102468","ENST00000378688","13",0.3927,3356,"HTR2A","HTR2A-001",-1,"q14.2",4835
"HTR2B","ENSG00000135914","ENST00000258400","2",0.3492,3357,"HTR2B","HTR2B-001",-1,"q37.1",2246
"HTR2C","ENSG00000147246","ENST00000276198","X",0.3503,3358,"HTR2C","HTR2C-002",1,"q23",4751
"HTR3A","ENSG00000166736","ENST00000504030","11",0.5068,3359,"HTR3A","HTR3A-001",1,"q23.2",2432
"HTR3B","ENSG00000149305","ENST00000260191","11",0.4257,9177,"HTR3B","HTR3B-001",1,"q23.2",2011
"HTR3C","ENSG00000178084","ENST00000318351","3",0.4951,170572,"HTR3C","HTR3C-001",1,"q27.1",1697
"HTR3D","ENSG00000186090","ENST00000382489","3",0.4747,200909,"HTR3D","HTR3D-001",1,"q27.1",1674
"HTR3E","ENSG00000186038","ENST00000415389","3",0.475,285242,"HTR3E","HTR3E-003",1,"q27.1",2139
"HTR4","ENSG00000164270","ENST00000360693","5",0.3887,3360,"HTR4","HTR4-008",-1,"q32",3082
"HTR5A","ENSG00000157219","ENST00000287907","7",0.4258,3361,"HTR5A","HTR5A-001",1,"q36.2",2912
"HTR6","ENSG00000158748","ENST00000289753","1",0.5293,3362,"HTR6","HTR6-001",1,"p36.13",1984
"HTR7","ENSG00000148680","ENST00000371721","10",0.4068,3363,"HTR7","HTR7-201",-1,"q23.31",3344
"HTR7P1","ENSG00000183935","ENST00000331998","12",0.6179,93164,"HTR7P1","HTR7P1-201",1,"p13.1",1629
"HTRA1","ENSG00000166033","ENST00000368984","10",0.492,5654,"HTRA1","HTRA1-001",1,"q26.13",2120
"HTRA2","ENSG00000115317","ENST00000258080","2",0.5472,27429,"HTRA2","HTRA2-001",1,"p13.1",2367
"HTRA3","ENSG00000170801","ENST00000307358","4",0.5608,94031,"HTRA3","HTRA3-001",1,"p16.1",2541
"HTRA4","ENSG00000169495","ENST00000302495","8",0.4593,203100,"HTRA4","HTRA4-001",1,"p11.22",2095
"HTT","ENSG00000197386","ENST00000510626","4",0.4552,3064,"HTT","HTT-002",1,"p16.3",14438
"HULC","ENSG00000251164","ENST00000503668","6",0.4187,728655,"HULC","HULC-001",1,"p24.3",556
"HUNK","ENSG00000142149","ENST00000270112","21",0.4587,30811,"HUNK","HUNK-001",1,"q22.11",7385
"HUS1","ENSG00000136273","ENST00000258774","7",0.4435,3364,"HUS1","HUS1-001",-1,"p12.3",2935
"HUS1B","ENSG00000188996","ENST00000380907","6",0.5659,135458,"HUS1B","HUS1B-001",-1,"p25.3",1025
"HUWE1","ENSG00000086758","ENST00000342160","X",0.4119,10075,"HUWE1","HUWE1-001",-1,"p11.22",14796
"HVCN1","ENSG00000122986","ENST00000356742","12",0.4777,84329,"HVCN1","HVCN1-001",-1,"q24.11",2189
"HYAL1","ENSG00000114378","ENST00000266031","3",0.5329,3373,"HYAL1","HYAL1-005",-1,"p21.31",2517
"HYAL2","ENSG00000261921","ENST00000575564","HG325_PATCH",0.6105,8692,"HYAL2","HYAL2-003",-1,"p21.31",4054
"HYAL3","ENSG00000186792","ENST00000336307","3",0.5889,8372,"HYAL3","HYAL3-001",-1,"p21.31",1942
"HYAL4","ENSG00000106302","ENST00000223026","7",0.3921,23553,"HYAL4","HYAL4-003",1,"q31.32",2407
"HYALP1","ENSG00000228211","ENST00000417674","7",0.3619,26062,"HYALP1","HYALP1-001",1,"q31.32",1279
"HYDIN","ENSG00000157423","ENST00000393567","16",0.4108,101930373,"HYDIN","HYDIN-001",-1,"q22.2",15719
"HYI","ENSG00000178922","ENST00000372427","1",0.5989,81888,"HYI","HYI-003",-1,"p34.2",2173
"HYLS1","ENSG00000198331","ENST00000425380","11",0.4134,219844,"HYLS1","HYLS1-002",1,"q24.2",2061
"HYOU1","ENSG00000149428","ENST00000404233","11",0.5398,10525,"HYOU1","HYOU1-004",-1,"q23.3",4530
"IAH1","ENSG00000134330","ENST00000495050","2",0.4586,285148,"IAH1","IAH1-004",1,"p25.1",2793
"IAPP","ENSG00000121351","ENST00000542023","12",0.3547,3375,"IAPP","IAPP-002",1,"p12.1",2015
"IARS","ENSG00000196305","ENST00000375643","9",0.4123,3376,"IARS","IARS-001",-1,"q22.31",4656
"IARS2","ENSG00000067704","ENST00000366922","1",0.3921,55699,"IARS2","IARS2-001",1,"q41",3557
"IBA57","ENSG00000181873","ENST00000484749","1",0.5459,200205,"IBA57","IBA57-002",1,"q42.13",9815
"IBSP","ENSG00000029559","ENST00000226284","4",0.3621,3381,"IBSP","IBSP-001",1,"q22.1",1033
"IBTK","ENSG00000005700","ENST00000306270","6",0.3607,25998,"IBTK","IBTK-001",-1,"q14.1",6054
"ICA1","ENSG00000003147","ENST00000402384","7",0.403,3382,"ICA1","ICA1-001",-1,"p21.3",2458
"ICA1L","ENSG00000163596","ENST00000392237","2",0.3987,130026,"ICA1L","ICA1L-001",-1,"q33.2",5173
"ICAM1","ENSG00000090339","ENST00000264832","19",0.5208,3383,"ICAM1","ICAM1-001",1,"p13.2",3252
"ICAM2","ENSG00000108622","ENST00000412356","17",0.4635,3384,"ICAM2","ICAM2-201",-1,"q23.3",1334
"ICAM3","ENSG00000076662","ENST00000587992","19",0.5615,3385,"ICAM3","ICAM3-002",-1,"p13.2",2491
"ICAM4","ENSG00000105371","ENST00000393717","19",0.608,3386,"ICAM4","ICAM4-003",1,"p13.2",1390
"ICAM5","ENSG00000105376","ENST00000221980","19",0.6395,7087,"ICAM5","ICAM5-001",1,"p13.2",3000
"ICK","ENSG00000112144","ENST00000356971","6",0.4086,22858,"ICK","ICK-201",-1,"p12.1",6227
"ICMT","ENSG00000116237","ENST00000343813","1",0.4959,23463,"ICMT","ICMT-001",-1,"p36.31",4771
"ICOS","ENSG00000163600","ENST00000316386","2",0.3827,29851,"ICOS","ICOS-001",1,"q33.2",2645
"ICOSLG","ENSG00000160223","ENST00000407780","21",0.5774,23308,"ICOSLG","ICOSLG-001",-1,"q22.3",7080
"ICT1","ENSG00000167862","ENST00000301585","17",0.4866,3396,"ICT1","ICT1-001",1,"q25.1",890
"ID1","ENSG00000125968","ENST00000376105","20",0.5856,3397,"ID1","ID1-002",1,"q11.21",1222
"ID2","ENSG00000115738","ENST00000234091","2",0.4926,3398,"ID2","ID2-001",1,"p25.1",2041
"ID3","ENSG00000117318","ENST00000374561","1",0.5727,3399,"ID3","ID3-001",-1,"p36.12",1251
"ID4","ENSG00000172201","ENST00000378700","6",0.5308,3400,"ID4","ID4-001",1,"p22.3",2344
"IDE","ENSG00000119912","ENST00000265986","10",0.4071,3416,"IDE","IDE-001",-1,"q23.33",5877
"IDH1","ENSG00000138413","ENST00000415913","2",0.4127,3417,"IDH1","IDH1-006",-1,"q34",2441
"IDH2","ENSG00000182054","ENST00000330062","15",0.5254,3418,"IDH2","IDH2-001",-1,"q26.1",2694
"IDH3A","ENSG00000166411","ENST00000299518","15",0.4446,3419,"IDH3A","IDH3A-001",1,"q25.1",4128
"IDH3B","ENSG00000101365","ENST00000488299","20",0.5138,3420,"IDH3B","IDH3B-012",-1,"p13",1620
"IDH3G","ENSG00000067829","ENST00000370092","X",0.5877,3421,"IDH3G","IDH3G-014",-1,"q28",1712
"IDI1","ENSG00000067064","ENST00000381344","10",0.4332,3422,"IDI1","IDI1-004",-1,"p15.3",2301
"IDI2","ENSG00000148377","ENST00000277517","10",0.4696,91734,"IDI2","IDI2-001",-1,"p15.3",1359
"IDI2-AS1","ENSG00000232656","ENST00000428780","10",0.4243,55853,"IDI2-AS1","IDI2-AS1-002",1,"p15.3",1054
"IDO1","ENSG00000131203","ENST00000518237","8",0.389,3620,"IDO1","IDO1-001",1,"p11.21",2097
"IDO2","ENSG00000188676","ENST00000343295","8",0.4179,169355,"IDO2","IDO2-001",1,"p11.21",4264
"IDS","ENSG00000010404","ENST00000340855","X",0.4594,3423,"IDS","IDS-001",-1,"q28",7619
"IDUA","ENSG00000127415","ENST00000453894","4",0.6539,3425,"IDUA","IDUA-201",1,"p16.3",2251
"IER2","ENSG00000160888","ENST00000588173","19",0.6233,9592,"IER2","IER2-002",1,"p13.2",2934
"IER3","ENSG00000227231","ENST00000429592","HSCHR6_MHC_DBB",0.5855,8870,"IER3","IER3-002",-1,"p21.33",1350
"IER3IP1","ENSG00000134049","ENST00000256433","18",0.3878,51124,"IER3IP1","IER3IP1-001",-1,"q21.1",1481
"IER5","ENSG00000162783","ENST00000367577","1",0.6214,51278,"IER5","IER5-001",1,"q25.3",2340
"IER5L","ENSG00000188483","ENST00000372491","9",0.6504,389792,"IER5L","IER5L-001",-1,"q34.11",2706
"IFFO1","ENSG00000010295","ENST00000436152","12",0.5431,25900,"IFFO1","IFFO1-201",-1,"p13.31",3101
"IFFO2","ENSG00000169991","ENST00000455833","1",0.5434,126917,"IFFO2","IFFO2-001",-1,"p36.13",6188
"IFI16","ENSG00000163565","ENST00000493884","1",0.3834,3428,"IFI16","IFI16-004",1,"q23.1",4138
"IFI27","ENSG00000165949","ENST00000553285","14",0.4867,3429,"IFI27","IFI27-003",1,"q32.12",2430
"IFI27L1","ENSG00000165948","ENST00000557600","14",0.4517,122509,"IFI27L1","IFI27L1-004",1,"q32.12",828
"IFI27L2","ENSG00000119632","ENST00000556552","14",0.5459,83982,"IFI27L2","IFI27L2-004",-1,"q32.12",938
"IFI30","ENSG00000216490","ENST00000600463","19",0.568,10437,"IFI30","IFI30-002",1,"p13.11",2116
"IFI35","ENSG00000068079","ENST00000415816","17",0.5097,3430,"IFI35","IFI35-002",1,"q21.31",1241
"IFI44","ENSG00000137965","ENST00000370747","1",0.3531,10561,"IFI44","IFI44-001",1,"p31.1",1687
"IFI44L","ENSG00000137959","ENST00000370751","1",0.345,10964,"IFI44L","IFI44L-001",1,"p31.1",5874
"IFI6","ENSG00000126709","ENST00000361157","1",0.5003,2537,"IFI6","IFI6-001",-1,"p36.11",841
"IFIH1","ENSG00000115267","ENST00000263642","2",0.3576,64135,"IFIH1","IFIH1-001",-1,"q24.2",3595
"IFIT1","ENSG00000185745","ENST00000546318","10",0.3767,3434,"IFIT1","IFIT1-201",1,"q23.31",2769
"IFIT1B","ENSG00000204010","ENST00000371809","10",0.4327,439996,"IFIT1B","IFIT1B-001",1,"q23.31",1972
"IFIT2","ENSG00000119922","ENST00000371826","10",0.4003,3433,"IFIT2","IFIT2-001",1,"q23.31",3489
"IFIT3","ENSG00000119917","ENST00000371818","10",0.4323,3437,"IFIT3","IFIT3-001",1,"q23.31",2496
"IFIT5","ENSG00000152778","ENST00000371795","10",0.4144,24138,"IFIT5","IFIT5-001",1,"q23.31",4015
"IFITM1","ENSG00000185885","ENST00000408968","11",0.5705,8519,"IFITM1","IFITM1-001",1,"p15.5",855
"IFITM10","ENSG00000244242","ENST00000382123","11",0.5519,402778,"IFITM10","IFITM10-004",-1,"p15.5",3807
"IFITM2","ENSG00000185201","ENST00000399817","11",0.5684,10581,"IFITM2","IFITM2-001",1,"p15.5",659
"IFITM3","ENSG00000142089","ENST00000399808","11",0.5434,10410,"IFITM3","IFITM3-001",-1,"p15.5",808
"IFITM4P","ENSG00000233023","ENST00000417445","HSCHR6_MHC_MANN",0.5511,340198,"IFITM4P","IFITM4P-001",-1,"p22.1",421
"IFITM5","ENSG00000206013","ENST00000382614","11",0.6488,387733,"IFITM5","IFITM5-001",-1,"p15.5",736
"IFLTD1","ENSG00000152936","ENST00000539744","12",0.3835,160492,"IFLTD1","IFLTD1-002",-1,"p12.1",1729
"IFNA1","ENSG00000197919","ENST00000276927","9",0.4452,3439,"IFNA1","IFNA1-001",1,"p21.3",876
"IFNA10","ENSG00000186803","ENST00000357374","9",0.4112,3446,"IFNA10","IFNA10-001",-1,"p21.3",963
"IFNA13","ENSG00000233816","ENST00000449498","9",0.4894,3447,"IFNA13","IFNA13-001",-1,"p21.3",705
"IFNA14","ENSG00000228083","ENST00000380222","9",0.4434,3448,"IFNA14","IFNA14-001",-1,"p21.3",778
"IFNA16","ENSG00000147885","ENST00000380216","9",0.3972,3449,"IFNA16","IFNA16-001",-1,"p21.3",939
"IFNA17","ENSG00000234829","ENST00000413767","9",0.4031,3451,"IFNA17","IFNA17-001",-1,"p21.3",980
"IFNA2","ENSG00000188379","ENST00000380206","9",0.3981,3440,"IFNA2","IFNA2-001",-1,"p21.3",1143
"IFNA21","ENSG00000137080","ENST00000380225","9",0.3936,3452,"IFNA21","IFNA21-001",-1,"p21.3",1024
"IFNA22P","ENSG00000224416","ENST00000458710","9",0.4579,3453,"IFNA22P","IFNA22P-001",-1,"p21.3",570
"IFNA4","ENSG00000236637","ENST00000421715","9",0.4134,3441,"IFNA4","IFNA4-001",-1,"p21.3",982
"IFNA5","ENSG00000147873","ENST00000259555","9",0.4629,3442,"IFNA5","IFNA5-001",-1,"p21.3",700
"IFNA6","ENSG00000120235","ENST00000380210","9",0.375,3443,"IFNA6","IFNA6-001",-1,"p21.3",1544
"IFNA7","ENSG00000214042","ENST00000239347","9",0.4478,3444,"IFNA7","IFNA7-001",-1,"p21.3",737
"IFNA8","ENSG00000120242","ENST00000380205","9",0.4062,3445,"IFNA8","IFNA8-001",1,"p21.3",1039
"IFNAR1","ENSG00000142166","ENST00000270139","21",0.4133,3454,"IFNAR1","IFNAR1-001",1,"q22.11",6139
"IFNAR2","ENSG00000159110","ENST00000404220","21",0.4416,3455,"IFNAR2","IFNAR2-001",1,"q22.11",4284
"IFNB1","ENSG00000171855","ENST00000380232","9",0.4179,3456,"IFNB1","IFNB1-002",-1,"p21.3",840
